block,plot,transect,subtransect,date,species,cover_start_m,cover_end_m,avg_height_cm,cover_length,species_name,condition,
E3,E3:EH,E3:EH:N,E3:EH:N:3,2019-08-01,BG,17,18.5,0,1.5,Bare ground,LIVE,
E3,E3:EH,E3:EH:N,E3:EH:N:3,2019-08-01,DWD,18.5,19.75,0,1.25,Down woody debris,LIVE,
E3,E3:EH,E3:EH:N,E3:EH:N:3,2019-08-01,CECO,19.75,21.25,50,1.5,Ceanothus cordulatus,DEAD,
E3,E3:EH,E3:EH:N,E3:EH:N:3,2019-08-01,DWD,21.25,22,0,0.75,Down woody debris,LIVE,
E3,E3:EH,E3:EH:N,E3:EH:N:3,2019-08-01,BG,22,24,0,2,Bare ground,LIVE,
E3,E3:EH,E3:EH:N,E3:EH:N:3,2019-08-01,DWD,24,27,0,3,Down woody debris,LIVE,
E3,E3:EH,E3:EH:N,E3:EH:N:3,2019-08-01,CECO,27,27.5,0,0.5,Ceanothus cordulatus,LIVE,
E3,E3:EH,E3:EH:N,E3:EH:N:3,2019-08-01,GF,27.5,29,0,1.5,Grass/Forb,LIVE,
E3,E3:EH,E3:EH:N,E3:EH:N:3,2019-08-01,CECO,29,30,125,1,Ceanothus cordulatus,LIVE,
E3,E3:EH,E3:EH:S,E3:EH:S:1,2019-08-01,CECO,0,1.25,0,1.25,Ceanothus cordulatus,LIVE,
E3,E3:EH,E3:EH:S,E3:EH:S:1,2019-08-01,BG,1.25,1.5,0,0.25,Bare ground,LIVE,
E3,E3:EH,E3:EH:S,E3:EH:S:1,2019-08-01,GF,1.5,2.25,0,0.75,Grass/Forb,LIVE,
E3,E3:EH,E3:EH:S,E3:EH:S:1,2019-08-01,BG,2.25,2.5,0,0.25,Bare ground,LIVE,
E3,E3:EH,E3:EH:S,E3:EH:S:1,2019-08-01,PRUNUS,2.5,2.75,25,0.25,Prunus spp,LIVE,
E3,E3:EH,E3:EH:S,E3:EH:S:1,2019-08-01,CECO,2.75,3,0,0.25,Ceanothus cordulatus,LIVE,
E3,E3:EH,E3:EH:S,E3:EH:S:1,2019-08-01,BG,3,3.75,0,0.75,Bare ground,LIVE,
E3,E3:EH,E3:EH:S,E3:EH:S:1,2019-08-01,CECO,3.75,4.25,0,0.5,Ceanothus cordulatus,DEAD,
E3,E3:EH,E3:EH:S,E3:EH:S:1,2019-08-01,BG,4.25,6.25,0,2,Bare ground,LIVE,
E3,E3:EH,E3:EH:S,E3:EH:S:1,2019-08-01,PRUNUS,6.25,6.75,25,0.5,Prunus spp,LIVE,
E3,E3:EH,E3:EH:S,E3:EH:S:1,2019-08-01,L,6.75,7.25,0,0.5,Litter,LIVE,
E3,E3:EH,E3:EH:S,E3:EH:S:1,2019-08-01,APAN,7.25,7.5,0,0.25,Apocynum androsaemifolium,LIVE,
E3,E3:EH,E3:EH:S,E3:EH:S:1,2019-08-01,L,7.5,8,0,0.5,Litter,LIVE,
E3,E3:EH,E3:EH:S,E3:EH:S:1,2019-08-01,CECO,8,8.25,0,0.25,Ceanothus cordulatus,LIVE,
E3,E3:EH,E3:EH:S,E3:EH:S:1,2019-08-01,APAN,8.25,9,0,0.75,Apocynum androsaemifolium,LIVE,
E3,E3:EH,E3:EH:S,E3:EH:S:1,2019-08-01,BG,9,9.25,0,0.25,Bare ground,LIVE,
E3,E3:EH,E3:EH:S,E3:EH:S:1,2019-08-01,CECO,9.25,9.5,0,0.25,Ceanothus cordulatus,LIVE,
E3,E3:EH,E3:EH:S,E3:EH:S:1,2019-08-01,GF,9.5,9.75,0,0.25,Grass/Forb,LIVE,
E3,E3:EH,E3:EH:S,E3:EH:S:1,2019-08-01,BG,9.75,11.75,0,2,Bare ground,LIVE,
E3,E3:EH,E3:EH:S,E3:EH:S:1,2019-08-01,CECO,11.75,12,0,0.25,Ceanothus cordulatus,DEAD,
E3,E3:EH,E3:EH:S,E3:EH:S:1,2019-08-01,BG,12,15.25,0,3.25,Bare ground,LIVE,
E3,E3:EH,E3:EH:S,E3:EH:S:1,2019-08-01,L,15.25,16,0,0.75,Litter,LIVE,
E3,E3:EH,E3:EH:S,E3:EH:S:1,2019-08-01,BG,16,17.75,0,1.75,Bare ground,LIVE,
E3,E3:EH,E3:EH:S,E3:EH:S:1,2019-08-01,DWD,17.75,18.5,0,0.75,Down woody debris,LIVE,
E3,E3:EH,E3:EH:S,E3:EH:S:1,2019-08-01,BG,18.5,18.75,0,0.25,Bare ground,LIVE,
E3,E3:EH,E3:EH:S,E3:EH:S:1,2019-08-01,CEVE,18.75,19,0,0.25,Ceanothus velutinus,LIVE,
E3,E3:EH,E3:EH:S,E3:EH:S:1,2019-08-01,BG,19,19.25,0,0.25,Bare ground,LIVE,
E3,E3:EH,E3:EH:S,E3:EH:S:1,2019-08-01,CECO,19.25,19.5,0,0.25,Ceanothus cordulatus,DEAD,
E3,E3:EH,E3:EH:S,E3:EH:S:1,2019-08-01,BG,19.5,20.5,0,1,Bare ground,LIVE,
E3,E3:EH,E3:EH:S,E3:EH:S:1,2019-08-01,L,20.5,21,0,0.5,Litter,LIVE,
E3,E3:EH,E3:EH:S,E3:EH:S:1,2019-08-01,BG,21,21.25,0,0.25,Bare ground,LIVE,
E3,E3:EH,E3:EH:S,E3:EH:S:1,2019-08-01,DWD,21.25,22,0,0.75,Down woody debris,LIVE,
E3,E3:EH,E3:EH:S,E3:EH:S:1,2019-08-01,BG,22,22.5,0,0.5,Bare ground,LIVE,
E3,E3:EH,E3:EH:S,E3:EH:S:1,2019-08-01,CECO,22.5,22.75,0,0.25,Ceanothus cordulatus,LIVE,
E3,E3:EH,E3:EH:S,E3:EH:S:1,2019-08-01,BG,22.75,23.25,0,0.5,Bare ground,LIVE,
E3,E3:EH,E3:EH:S,E3:EH:S:1,2019-08-01,DWD,23.25,23.75,0,0.5,Down woody debris,LIVE,
E3,E3:EH,E3:EH:S,E3:EH:S:1,2019-08-01,BG,23.75,27.25,0,3.5,Bare ground,LIVE,
E3,E3:EH,E3:EH:S,E3:EH:S:1,2019-08-01,CECO,27.25,28.25,0,1,Ceanothus cordulatus,DEAD,
E3,E3:EH,E3:EH:S,E3:EH:S:1,2019-08-01,BG,28.25,29.25,0,1,Bare ground,LIVE,
E3,E3:EH,E3:EH:S,E3:EH:S:1,2019-08-01,PRUNUS,29.25,29.5,25,0.25,Prunus spp,LIVE,
E3,E3:EH,E3:EH:S,E3:EH:S:1,2019-08-01,BG,29.5,30,0,0.5,Bare ground,LIVE,
E3,E3:EH,E3:EH:S,E3:EH:S:2,2019-08-01,BG,0,1,0,1,Bare ground,LIVE,
E3,E3:EH,E3:EH:S,E3:EH:S:2,2019-08-01,PRUNUS,1,1.25,25,0.25,Prunus spp,LIVE,
E3,E3:EH,E3:EH:S,E3:EH:S:2,2019-08-01,BG,1.25,2,0,0.75,Bare ground,LIVE,
E3,E3:EH,E3:EH:S,E3:EH:S:2,2019-08-01,DWD,2,2.5,0,0.5,Down woody debris,LIVE,
E3,E3:EH,E3:EH:S,E3:EH:S:2,2019-08-01,BG,2.5,4,0,1.5,Bare ground,LIVE,
E3,E3:EH,E3:EH:S,E3:EH:S:2,2019-08-01,DWD,4,4.75,0,0.75,Down woody debris,LIVE,
E3,E3:EH,E3:EH:S,E3:EH:S:2,2019-08-01,BG,4.75,6.25,0,1.5,Bare ground,LIVE,
E3,E3:EH,E3:EH:S,E3:EH:S:2,2019-08-01,DWD,6.25,6.75,0,0.5,Down woody debris,LIVE,
E3,E3:EH,E3:EH:S,E3:EH:S:2,2019-08-01,CECO,6.75,7,50,0.25,Ceanothus cordulatus,LIVE,
E3,E3:EH,E3:EH:S,E3:EH:S:2,2019-08-01,BG,7,7.5,0,0.5,Bare ground,LIVE,
E3,E3:EH,E3:EH:S,E3:EH:S:2,2019-08-01,DWD,7.5,9.25,0,1.75,Down woody debris,LIVE,
E3,E3:EH,E3:EH:S,E3:EH:S:2,2019-08-01,BG,9.25,10,0,0.75,Bare ground,LIVE,
E3,E3:EH,E3:EH:S,E3:EH:S:2,2019-08-01,PRUNUS,10,11,75,1,Prunus spp,DEAD,
E3,E3:EH,E3:EH:S,E3:EH:S:2,2019-08-01,BG,11,12,0,1,Bare ground,LIVE,
E3,E3:EH,E3:EH:S,E3:EH:S:2,2019-08-01,CECO,12,12.5,50,0.5,Ceanothus cordulatus,DEAD,
E3,E3:EH,E3:EH:S,E3:EH:S:2,2019-08-01,PRUNUS,12.5,13.5,75,1,Prunus spp,LIVE,
E3,E3:EH,E3:EH:S,E3:EH:S:2,2019-08-01,DWD,13.5,14,0,0.5,Down woody debris,LIVE,
E3,E3:EH,E3:EH:S,E3:EH:S:2,2019-08-01,PRUNUS,14,14.5,75,0.5,Prunus spp,DEAD,
E3,E3:EH,E3:EH:S,E3:EH:S:2,2019-08-01,BG,14.5,18.25,0,3.75,Bare ground,LIVE,
E3,E3:EH,E3:EH:S,E3:EH:S:2,2019-08-01,PRUNUS,18.25,18.5,25,0.25,Prunus spp,LIVE,
E3,E3:EH,E3:EH:S,E3:EH:S:2,2019-08-01,BG,18.5,19.25,0,0.75,Bare ground,LIVE,
E3,E3:EH,E3:EH:S,E3:EH:S:2,2019-08-01,DWD,19.25,19.5,0,0.25,Down woody debris,LIVE,
E3,E3:EH,E3:EH:S,E3:EH:S:2,2019-08-01,BG,19.5,20.5,0,1,Bare ground,LIVE,
E3,E3:EH,E3:EH:S,E3:EH:S:2,2019-08-01,DWD,20.5,21.75,0,1.25,Down woody debris,LIVE,
E3,E3:EH,E3:EH:S,E3:EH:S:2,2019-08-01,BG,21.75,22.5,0,0.75,Bare ground,LIVE,
E3,E3:EH,E3:EH:S,E3:EH:S:2,2019-08-01,GF,22.5,23,25,0.5,Grass/Forb,LIVE,
E3,E3:EH,E3:EH:S,E3:EH:S:2,2019-08-01,BG,23,23.75,0,0.75,Bare ground,LIVE,
E3,E3:EH,E3:EH:S,E3:EH:S:2,2019-08-01,CEPR,23.75,24.75,0,1,Ceanothus prostratus,LIVE,
E3,E3:EH,E3:EH:S,E3:EH:S:2,2019-08-01,DWD,24.75,26.75,0,2,Down woody debris,LIVE,
E3,E3:EH,E3:EH:S,E3:EH:S:2,2019-08-01,CEPR,26.75,27.5,0,0.75,Ceanothus prostratus,LIVE,
E3,E3:EH,E3:EH:S,E3:EH:S:2,2019-08-01,PRUNUS,27.5,28,50,0.5,Prunus spp,LIVE,
E3,E3:EH,E3:EH:S,E3:EH:S:2,2019-08-01,BG,28,30,0,2,Bare ground,LIVE,
E3,E3:EH,E3:EH:S,E3:EH:S:3,2019-08-01,BG,0,1.25,0,1.25,Bare ground,LIVE,
E3,E3:EH,E3:EH:S,E3:EH:S:3,2019-08-01,PRUNUS,1.25,1.5,0,0.25,Prunus spp,LIVE,
E3,E3:EH,E3:EH:S,E3:EH:S:3,2019-08-01,BG,1.5,2,0,0.5,Bare ground,LIVE,
E3,E3:EH,E3:EH:S,E3:EH:S:3,2019-08-01,GF,2,4,25,2,Grass/Forb,LIVE,
E3,E3:EH,E3:EH:S,E3:EH:S:3,2019-08-01,BG,4,4.5,0,0.5,Bare ground,LIVE,
E3,E3:EH,E3:EH:S,E3:EH:S:3,2019-08-01,DWD,4.5,5.75,0,1.25,Down woody debris,LIVE,
E3,E3:EH,E3:EH:S,E3:EH:S:3,2019-08-01,CECO,5.75,6,0,0.25,Ceanothus cordulatus,LIVE,
E3,E3:EH,E3:EH:S,E3:EH:S:3,2019-08-01,BG,6,6.5,0,0.5,Bare ground,LIVE,
E3,E3:EH,E3:EH:S,E3:EH:S:3,2019-08-01,CECO,6.5,7,0,0.5,Ceanothus cordulatus,LIVE,
E3,E3:EH,E3:EH:S,E3:EH:S:3,2019-08-01,BG,7,8,0,1,Bare ground,LIVE,
E3,E3:EH,E3:EH:S,E3:EH:S:3,2019-08-01,DWD,8,8.5,0,0.5,Down woody debris,LIVE,
E3,E3:EH,E3:EH:S,E3:EH:S:3,2019-08-01,CECO,8.5,10.5,0,2,Ceanothus cordulatus,LIVE,
E3,E3:EH,E3:EH:S,E3:EH:S:3,2019-08-01,GF,10.5,11.5,0,1,Grass/Forb,LIVE,
E3,E3:EH,E3:EH:S,E3:EH:S:3,2019-08-01,BG,11.5,12.75,0,1.25,Bare ground,LIVE,
E3,E3:EH,E3:EH:S,E3:EH:S:3,2019-08-01,CECO,12.75,13.75,0,1,Ceanothus cordulatus,LIVE,
E3,E3:EH,E3:EH:S,E3:EH:S:3,2019-08-01,BG,13.75,15,0,1.25,Bare ground,LIVE,
E3,E3:EH,E3:EH:S,E3:EH:S:3,2019-08-01,CECO,15,15.75,0,0.75,Ceanothus cordulatus,DEAD,
E3,E3:EH,E3:EH:S,E3:EH:S:3,2019-08-01,BG,15.75,19.25,0,3.5,Bare ground,LIVE,
E3,E3:EH,E3:EH:S,E3:EH:S:3,2019-08-01,CECO,19.25,19.75,0,0.5,Ceanothus cordulatus,DEAD,
E3,E3:EH,E3:EH:S,E3:EH:S:3,2019-08-01,DWD,19.75,21,0,1.25,Down woody debris,LIVE,
E3,E3:EH,E3:EH:S,E3:EH:S:3,2019-08-01,CECO,21,21.75,0,0.75,Ceanothus cordulatus,DEAD,
E3,E3:EH,E3:EH:S,E3:EH:S:3,2019-08-01,DWD,21.75,22.75,0,1,Down woody debris,LIVE,
E3,E3:EH,E3:EH:S,E3:EH:S:3,2019-08-01,CECO,22.75,23,0,0.25,Ceanothus cordulatus,LIVE,
E3,E3:EH,E3:EH:S,E3:EH:S:3,2019-08-01,BG,23,23.75,0,0.75,Bare ground,LIVE,
E3,E3:EH,E3:EH:S,E3:EH:S:3,2019-08-01,CECO,23.75,24.75,0,1,Ceanothus cordulatus,LIVE,
E3,E3:EH,E3:EH:S,E3:EH:S:3,2019-08-01,BG,24.75,25.5,0,0.75,Bare ground,LIVE,
E3,E3:EH,E3:EH:S,E3:EH:S:3,2019-08-01,DWD,25.5,26,0,0.5,Down woody debris,LIVE,
E3,E3:EH,E3:EH:S,E3:EH:S:3,2019-08-01,PRUNUS,26,26.25,25,0.25,Prunus spp,LIVE,
E3,E3:EH,E3:EH:S,E3:EH:S:3,2019-08-01,DWD,26.25,27,0,0.75,Down woody debris,LIVE,
E3,E3:EH,E3:EH:S,E3:EH:S:3,2019-08-01,CECO,27,27.25,0,0.25,Ceanothus cordulatus,LIVE,
E3,E3:EH,E3:EH:S,E3:EH:S:3,2019-08-01,DWD,27.25,27.75,0,0.5,Down woody debris,LIVE,
E3,E3:EH,E3:EH:S,E3:EH:S:3,2019-08-01,CECO,27.75,28,0,0.25,Ceanothus cordulatus,LIVE,
E3,E3:EH,E3:EH:S,E3:EH:S:3,2019-08-01,BG,28,28.5,0,0.5,Bare ground,LIVE,
E3,E3:EH,E3:EH:S,E3:EH:S:3,2019-08-01,CECO,28.5,29.25,50,0.75,Ceanothus cordulatus,DEAD,
E3,E3:EH,E3:EH:S,E3:EH:S:3,2019-08-01,CECO,29.25,30,0,0.75,Ceanothus cordulatus,LIVE,
E3,E3:EN,E3:EN:M,E3:EN:M:1,2019-08-01,CECO,0,0.25,0,0.25,Ceanothus cordulatus,LIVE,
E3,E3:EN,E3:EN:M,E3:EN:M:1,2019-08-01,BG,0.25,1.75,0,1.5,Bare ground,LIVE,
E3,E3:EN,E3:EN:M,E3:EN:M:1,2019-08-01,L,1.75,2,0,0.25,Litter,LIVE,
E3,E3:EN,E3:EN:M,E3:EN:M:1,2019-08-01,BG,2,2.5,0,0.5,Bare ground,LIVE,
E3,E3:EN,E3:EN:M,E3:EN:M:1,2019-08-01,CECO,2.5,3.5,0,1,Ceanothus cordulatus,LIVE,
E3,E3:EN,E3:EN:M,E3:EN:M:1,2019-08-01,DWD,3.5,4.75,0,1.25,Down woody debris,LIVE,
E3,E3:EN,E3:EN:M,E3:EN:M:1,2019-08-01,CECO,4.75,5.5,100,0.75,Ceanothus cordulatus,LIVE,
E3,E3:EN,E3:EN:M,E3:EN:M:1,2019-08-01,CEPR,5.5,6,0,0.5,Ceanothus prostratus,LIVE,
E3,E3:EN,E3:EN:M,E3:EN:M:1,2019-08-01,CEVE,6,7,100,1,Ceanothus velutinus,LIVE,
E3,E3:EN,E3:EN:M,E3:EN:M:1,2019-08-01,L,7,8.75,0,1.75,Litter,LIVE,
E3,E3:EN,E3:EN:M,E3:EN:M:1,2019-08-01,CECO,8.75,9,0,0.25,Ceanothus cordulatus,LIVE,
E3,E3:EN,E3:EN:M,E3:EN:M:1,2019-08-01,DWD,9,9.75,0,0.75,Down woody debris,LIVE,
E3,E3:EN,E3:EN:M,E3:EN:M:1,2019-08-01,BG,9.75,11.5,0,1.75,Bare ground,LIVE,
E3,E3:EN,E3:EN:M,E3:EN:M:1,2019-08-01,L,11.5,12,0,0.5,Litter,LIVE,
E3,E3:EN,E3:EN:M,E3:EN:M:1,2019-08-01,BG,12,13.25,0,1.25,Bare ground,LIVE,
E3,E3:EN,E3:EN:M,E3:EN:M:1,2019-08-01,DWD,13.25,13.5,0,0.25,Down woody debris,LIVE,
E3,E3:EN,E3:EN:M,E3:EN:M:1,2019-08-01,CECO,13.5,14,0,0.5,Ceanothus cordulatus,LIVE,
E3,E3:EN,E3:EN:M,E3:EN:M:1,2019-08-01,DWD,14,14.5,0,0.5,Down woody debris,LIVE,
E3,E3:EN,E3:EN:M,E3:EN:M:1,2019-08-01,CECO,14.5,15,0,0.5,Ceanothus cordulatus,LIVE,
E3,E3:EN,E3:EN:M,E3:EN:M:1,2019-08-01,GF,15,15.75,0,0.75,Grass/Forb,LIVE,
E3,E3:EN,E3:EN:M,E3:EN:M:1,2019-08-01,F,15.75,16.25,75,0.5,Forb,LIVE,
E3,E3:EN,E3:EN:M,E3:EN:M:1,2019-08-01,GF,16.25,16.75,50,0.5,Grass/Forb,LIVE,
E3,E3:EN,E3:EN:M,E3:EN:M:1,2019-08-01,CECO,16.75,17.25,0,0.5,Ceanothus cordulatus,LIVE,
E3,E3:EN,E3:EN:M,E3:EN:M:1,2019-08-01,GF,17.25,22,0,4.75,Grass/Forb,LIVE,
E3,E3:EN,E3:EN:M,E3:EN:M:1,2019-08-01,PRUNUS,22,22.5,25,0.5,Prunus spp,LIVE,
E3,E3:EN,E3:EN:M,E3:EN:M:1,2019-08-01,CECO,22.5,23,0,0.5,Ceanothus cordulatus,LIVE,
E3,E3:EN,E3:EN:M,E3:EN:M:1,2019-08-01,BG,23,24,0,1,Bare ground,LIVE,
E3,E3:EN,E3:EN:M,E3:EN:M:1,2019-08-01,SYM,24,24.5,25,0.5,Symphoricarpos spp,LIVE,
E3,E3:EN,E3:EN:M,E3:EN:M:1,2019-08-01,BG,24.5,25.25,0,0.75,Bare ground,LIVE,
E3,E3:EN,E3:EN:M,E3:EN:M:1,2019-08-01,GF,25.25,25.75,25,0.5,Grass/Forb,LIVE,
E3,E3:EN,E3:EN:M,E3:EN:M:1,2019-08-01,PRUNUS,25.75,26,50,0.25,Prunus spp,LIVE,
E3,E3:EN,E3:EN:M,E3:EN:M:1,2019-08-01,CECO,26,26.75,25,0.75,Ceanothus cordulatus,LIVE,
E3,E3:EN,E3:EN:M,E3:EN:M:1,2019-08-01,L,26.75,27.5,0,0.75,Litter,LIVE,
E3,E3:EN,E3:EN:M,E3:EN:M:1,2019-08-01,GF,27.5,28.75,25,1.25,Grass/Forb,LIVE,
E3,E3:EN,E3:EN:M,E3:EN:M:1,2019-08-01,BG,28.75,30,0,1.25,Bare ground,LIVE,
E3,E3:EN,E3:EN:M,E3:EN:M:2,2019-08-01,BG,0,0.5,0,0.5,Bare ground,LIVE,
E3,E3:EN,E3:EN:M,E3:EN:M:2,2019-08-01,PRUNUS,0.5,0.75,25,0.25,Prunus spp,LIVE,
E3,E3:EN,E3:EN:M,E3:EN:M:2,2019-08-01,L,0.75,1.5,0,0.75,Litter,LIVE,
E3,E3:EN,E3:EN:M,E3:EN:M:2,2019-08-01,CEVE,1.5,1.75,25,0.25,Ceanothus velutinus,DEAD,
E3,E3:EN,E3:EN:M,E3:EN:M:2,2019-08-01,GF,1.75,2,25,0.25,Grass/Forb,LIVE,
E3,E3:EN,E3:EN:M,E3:EN:M:2,2019-08-01,RIRO,2,2.25,0,0.25,Ribes roezlii,LIVE,
E3,E3:EN,E3:EN:M,E3:EN:M:2,2019-08-01,GF,2.25,3.75,25,1.5,Grass/Forb,LIVE,
E3,E3:EN,E3:EN:M,E3:EN:M:2,2019-08-01,CECO,3.75,4.75,25,1,Ceanothus cordulatus,LIVE,
E3,E3:EN,E3:EN:M,E3:EN:M:2,2019-08-01,SAL,4.75,6.25,75,1.5,Salix spp,LIVE,
E3,E3:EN,E3:EN:M,E3:EN:M:2,2019-08-01,DWD,6.25,7,0,0.75,Down woody debris,LIVE,
E3,E3:EN,E3:EN:M,E3:EN:M:2,2019-08-01,GF,7,9,25,2,Grass/Forb,LIVE,
E3,E3:EN,E3:EN:M,E3:EN:M:2,2019-08-01,L,9,9.75,0,0.75,Litter,LIVE,
E3,E3:EN,E3:EN:M,E3:EN:M:2,2019-08-01,CECO,9.75,10,0,0.25,Ceanothus cordulatus,LIVE,
E3,E3:EN,E3:EN:M,E3:EN:M:2,2019-08-01,GF,10,10.5,25,0.5,Grass/Forb,LIVE,
E3,E3:EN,E3:EN:M,E3:EN:M:2,2019-08-01,PRUNUS,10.5,11,25,0.5,Prunus spp,LIVE,
E3,E3:EN,E3:EN:M,E3:EN:M:2,2019-08-01,GF,11,11.75,25,0.75,Grass/Forb,LIVE,
E3,E3:EN,E3:EN:M,E3:EN:M:2,2019-08-01,DWD,11.75,12.75,0,1,Down woody debris,LIVE,
E3,E3:EN,E3:EN:M,E3:EN:M:2,2019-08-01,BG,12.75,13,0,0.25,Bare ground,LIVE,
E3,E3:EN,E3:EN:M,E3:EN:M:2,2019-08-01,GF,13,14.75,0,1.75,Grass/Forb,LIVE,
E3,E3:EN,E3:EN:M,E3:EN:M:2,2019-08-01,SAM,14.75,18.5,0,3.75,Sambucus spp,LIVE,
E3,E3:EN,E3:EN:M,E3:EN:M:2,2019-08-01,BG,18.5,19.5,150,1,Bare ground,LIVE,
E3,E3:EN,E3:EN:M,E3:EN:M:2,2019-08-01,DWD,19.5,20.25,0,0.75,Down woody debris,LIVE,
E3,E3:EN,E3:EN:M,E3:EN:M:2,2019-08-01,GF,20.25,22.75,25,2.5,Grass/Forb,LIVE,
E3,E3:EN,E3:EN:M,E3:EN:M:2,2019-08-01,DWD,22.75,24.5,0,1.75,Down woody debris,LIVE,
E3,E3:EN,E3:EN:M,E3:EN:M:2,2019-08-01,BG,24.5,26.75,0,2.25,Bare ground,LIVE,
E3,E3:EN,E3:EN:M,E3:EN:M:2,2019-08-01,DWD,26.75,27,0,0.25,Down woody debris,LIVE,
E3,E3:EN,E3:EN:M,E3:EN:M:2,2019-08-01,BG,27,29.25,0,2.25,Bare ground,LIVE,
E3,E3:EN,E3:EN:M,E3:EN:M:2,2019-08-01,DWD,29.25,29.75,0,0.5,Down woody debris,LIVE,
E3,E3:EN,E3:EN:M,E3:EN:M:2,2019-08-01,BG,29.75,30,0,0.25,Bare ground,LIVE,
E3,E3:EN,E3:EN:M,E3:EN:M:3,2019-08-01,DWD,0,2.25,0,2.25,Down woody debris,LIVE,
E3,E3:EN,E3:EN:M,E3:EN:M:3,2019-08-01,CECO,2.25,2.75,0,0.5,Ceanothus cordulatus,LIVE,
E3,E3:EN,E3:EN:M,E3:EN:M:3,2019-08-01,GF,2.75,3.75,25,1,Grass/Forb,LIVE,
E3,E3:EN,E3:EN:M,E3:EN:M:3,2019-08-01,CECO,3.75,4,50,0.25,Ceanothus cordulatus,LIVE,
E3,E3:EN,E3:EN:M,E3:EN:M:3,2019-08-01,L,4,4.25,0,0.25,Litter,LIVE,
E3,E3:EN,E3:EN:M,E3:EN:M:3,2019-08-01,RIRO,4.25,5,0,0.75,Ribes roezlii,LIVE,
E3,E3:EN,E3:EN:M,E3:EN:M:3,2019-08-01,APAN,5,5.75,0,0.75,Apocynum androsaemifolium,LIVE,
E3,E3:EN,E3:EN:M,E3:EN:M:3,2019-08-01,CEVE,5.75,6,0,0.25,Ceanothus velutinus,LIVE,
E3,E3:EN,E3:EN:M,E3:EN:M:3,2019-08-01,DWD,6,6.5,0,0.5,Down woody debris,LIVE,
E3,E3:EN,E3:EN:M,E3:EN:M:3,2019-08-01,CEVE,6.5,6.75,0,0.25,Ceanothus velutinus,LIVE,
E3,E3:EN,E3:EN:M,E3:EN:M:3,2019-08-01,BG,6.75,7.5,0,0.75,Bare ground,LIVE,
E3,E3:EN,E3:EN:M,E3:EN:M:3,2019-08-01,GF,7.5,8.5,25,1,Grass/Forb,LIVE,
E3,E3:EN,E3:EN:M,E3:EN:M:3,2019-08-01,CECO,8.5,8.75,25,0.25,Ceanothus cordulatus,LIVE,
E3,E3:EN,E3:EN:M,E3:EN:M:3,2019-08-01,GF,8.75,9.25,25,0.5,Grass/Forb,LIVE,
E3,E3:EN,E3:EN:M,E3:EN:M:3,2019-08-01,CECO,9.25,9.75,0,0.5,Ceanothus cordulatus,LIVE,
E3,E3:EN,E3:EN:M,E3:EN:M:3,2019-08-01,GF,9.75,11.25,0,1.5,Grass/Forb,LIVE,
E3,E3:EN,E3:EN:M,E3:EN:M:3,2019-08-01,BG,11.25,11.75,0,0.5,Bare ground,LIVE,
E3,E3:EN,E3:EN:M,E3:EN:M:3,2019-08-01,GF,11.75,12,25,0.25,Grass/Forb,LIVE,
E3,E3:EN,E3:EN:M,E3:EN:M:3,2019-08-01,BG,12,13.5,0,1.5,Bare ground,LIVE,
E3,E3:EN,E3:EN:M,E3:EN:M:3,2019-08-01,CECO,13.5,14,0,0.5,Ceanothus cordulatus,LIVE,
E3,E3:EN,E3:EN:M,E3:EN:M:3,2019-08-01,BG,14,14.75,0,0.75,Bare ground,LIVE,
E3,E3:EN,E3:EN:M,E3:EN:M:3,2019-08-01,GF,14.75,18,25,3.25,Grass/Forb,LIVE,
E3,E3:EN,E3:EN:M,E3:EN:M:3,2019-08-01,BG,18,19,0,1,Bare ground,LIVE,
E3,E3:EN,E3:EN:M,E3:EN:M:3,2019-08-01,GF,19,19.5,25,0.5,Grass/Forb,LIVE,
E3,E3:EN,E3:EN:M,E3:EN:M:3,2019-08-01,DWD,19.5,21.25,0,1.75,Down woody debris,LIVE,
E3,E3:EN,E3:EN:M,E3:EN:M:3,2019-08-01,GF,21.25,21.5,25,0.25,Grass/Forb,LIVE,
E3,E3:EN,E3:EN:M,E3:EN:M:3,2019-08-01,DWD,21.5,23.25,0,1.75,Down woody debris,LIVE,
E3,E3:EN,E3:EN:M,E3:EN:M:3,2019-08-01,CEVE,23.25,23.5,0,0.25,Ceanothus velutinus,LIVE,
E3,E3:EN,E3:EN:M,E3:EN:M:3,2019-08-01,BG,23.5,24.5,0,1,Bare ground,LIVE,
E3,E3:EN,E3:EN:M,E3:EN:M:3,2019-08-01,DWD,24.5,25.75,0,1.25,Down woody debris,LIVE,
E3,E3:EN,E3:EN:M,E3:EN:M:3,2019-08-01,GF,25.75,26.75,25,1,Grass/Forb,LIVE,
E3,E3:EN,E3:EN:M,E3:EN:M:3,2019-08-01,CECO,26.75,27.25,50,0.5,Ceanothus cordulatus,DEAD,
E3,E3:EN,E3:EN:M,E3:EN:M:3,2019-08-01,GF,27.25,28.25,25,1,Grass/Forb,LIVE,
E3,E3:EN,E3:EN:M,E3:EN:M:3,2019-08-01,CECO,28.25,28.75,0,0.5,Ceanothus cordulatus,LIVE,
E3,E3:EN,E3:EN:M,E3:EN:M:3,2019-08-01,GF,28.75,30,25,1.25,Grass/Forb,LIVE,
E3,E3:EN,E3:EN:N,E3:EN:N:1,2019-08-01,CECO,0,0.5,0,0.5,Ceanothus cordulatus,LIVE,
