"block","plot","transect","subtransect","date","species","cover_start_m","cover_end_m","avg_height_m","cover_length","species_name"
"E3","E3:EG","E3:EG:M","E3:EG:M:3","2017-07-19","BG",28.75,27.75,0,1,"Bare ground"
"E3","E3:EG","E3:EG:M","E3:EG:M:3","2017-07-19","RIBES",27.75,27.5,0.25,0.25,"Ribes spp"
"E3","E3:EG","E3:EG:M","E3:EG:M:3","2017-07-19","ARPA",27.25,27,0.25,0.25,"Arctostaphylos patula"
"E3","E3:EG","E3:EG:M","E3:EG:M:3","2017-07-19","BG",27,26.5,0,0.5,"Bare ground"
"E3","E3:EG","E3:EG:M","E3:EG:M:3","2017-07-19","CECO",26.5,22.5,0.5,4,"Ceanothus cordulatus"
"E3","E3:EG","E3:EG:M","E3:EG:M:3","2017-07-19","BG",22.5,21.75,0,0.75,"Bare ground"
"E3","E3:EG","E3:EG:M","E3:EG:M:3","2017-07-19","WYMO",21.75,21.25,0.25,0.5,"Wyethia mollis"
"E3","E3:EG","E3:EG:M","E3:EG:M:3","2017-07-19","BG",21.25,17,0,4.25,"Bare ground"
"E3","E3:EG","E3:EG:M","E3:EG:M:3","2017-07-19","WYMO",17,16.25,0.5,0.75,"Wyethia mollis"
"E3","E3:EG","E3:EG:M","E3:EG:M:3","2017-07-19","DWD",16.25,13.25,0.25,3,"Down woody debris"
"E3","E3:EG","E3:EG:M","E3:EG:M:3","2017-07-19","BG",13.25,11.25,0,2,"Bare ground"
"E3","E3:EG","E3:EG:M","E3:EG:M:3","2017-07-19","CECO",11.25,9.25,0.25,2,"Ceanothus cordulatus"
"E3","E3:EG","E3:EG:M","E3:EG:M:3","2017-07-19","POAZ",9.25,8.75,0,0.5,"Poaceae spp"
"E3","E3:EG","E3:EG:M","E3:EG:M:3","2017-07-19","RIBES",8.75,7.5,0.25,1.25,"Ribes spp"
"E3","E3:EG","E3:EG:M","E3:EG:M:3","2017-07-19","POAZ",7.5,6.75,0,0.75,"Poaceae spp"
"E3","E3:EG","E3:EG:M","E3:EG:M:3","2017-07-19","CECO",6.75,6.5,0.25,0.25,"Ceanothus cordulatus"
"E3","E3:EG","E3:EG:M","E3:EG:M:3","2017-07-19","POAZ",6.5,6,0,0.5,"Poaceae spp"
"E3","E3:EG","E3:EG:M","E3:EG:M:3","2017-07-19","CECO",6,5.5,0.25,0.5,"Ceanothus cordulatus"
"E3","E3:EG","E3:EG:M","E3:EG:M:3","2017-07-19","ARPA",5.5,4.75,0.75,0.75,"Arctostaphylos patula"
"E3","E3:EG","E3:EG:M","E3:EG:M:3","2017-07-19","CECO",4.75,0,0.75,4.75,"Ceanothus cordulatus"
"E3","E3:EG","E3:EG:N","E3:EG:N:1","2017-07-19","CECO",30,27.5,0.5,2.5,"Ceanothus cordulatus"
"E3","E3:EG","E3:EG:N","E3:EG:N:1","2017-07-19","ARPA",27.5,26.25,0.75,1.25,"Arctostaphylos patula"
"E3","E3:EG","E3:EG:N","E3:EG:N:1","2017-07-19","CECO",26.25,24.5,0.75,1.75,"Ceanothus cordulatus"
"E3","E3:EG","E3:EG:N","E3:EG:N:1","2017-07-19","AMUT",24.5,23.5,1.5,1,"Amelanchier utahensis"
"E3","E3:EG","E3:EG:N","E3:EG:N:1","2017-07-19","CECO",23.5,21.5,1,2,"Ceanothus cordulatus"
"E3","E3:EG","E3:EG:N","E3:EG:N:1","2017-07-19","CEVE",21.5,20.25,1,1.25,"Ceanothus velutinus"
"E3","E3:EG","E3:EG:N","E3:EG:N:1","2017-07-19","CECO",20.25,19.25,1,1,"Ceanothus cordulatus"
"E3","E3:EG","E3:EG:N","E3:EG:N:1","2017-07-19","ARPA",19.25,17.75,1.25,1.5,"Arctostaphylos patula"
"E3","E3:EG","E3:EG:N","E3:EG:N:1","2017-07-19","CEVE",17.75,17.25,1,0.5,"Ceanothus velutinus"
"E3","E3:EG","E3:EG:N","E3:EG:N:1","2017-07-19","CECO",17.25,16,0.75,1.25,"Ceanothus cordulatus"
"E3","E3:EG","E3:EG:N","E3:EG:N:1","2017-07-19","ARPA",16,15.25,0.75,0.75,"Arctostaphylos patula"
"E3","E3:EG","E3:EG:N","E3:EG:N:1","2017-07-19","CECO",15.25,15,0.25,0.25,"Ceanothus cordulatus"
"E3","E3:EG","E3:EG:N","E3:EG:N:1","2017-07-19","BG",15,13.25,0,1.75,"Bare ground"
"E3","E3:EG","E3:EG:N","E3:EG:N:1","2017-07-19","CECO",13.25,8,0.75,5.25,"Ceanothus cordulatus"
"E3","E3:EG","E3:EG:N","E3:EG:N:1","2017-07-19","ARPA",8,7,1.5,1,"Arctostaphylos patula"
"E3","E3:EG","E3:EG:N","E3:EG:N:1","2017-07-19","CECO",7,5.75,1,1.25,"Ceanothus cordulatus"
"E3","E3:EG","E3:EG:N","E3:EG:N:1","2017-07-19","ARPA",5.75,5,1,0.75,"Arctostaphylos patula"
"E3","E3:EG","E3:EG:N","E3:EG:N:1","2017-07-19","CECO",5,2,1.25,3,"Ceanothus cordulatus"
"E3","E3:EG","E3:EG:N","E3:EG:N:1","2017-07-19","PREM",2,1.5,0.75,0.5,"Prunus emarginata"
"E3","E3:EG","E3:EG:N","E3:EG:N:1","2017-07-19","CECO",1.5,0,0.5,1.5,"Ceanothus cordulatus"
"E3","E3:EG","E3:EG:N","E3:EG:N:2","2017-07-19","CECO",30,26,0.25,4,"Ceanothus cordulatus"
"E3","E3:EG","E3:EG:N","E3:EG:N:2","2017-07-19","BG",26,24.75,0,1.25,"Bare ground"
"E3","E3:EG","E3:EG:N","E3:EG:N:2","2017-07-19","CECO",24.75,24.25,0.25,0.5,"Ceanothus cordulatus"
"E3","E3:EG","E3:EG:N","E3:EG:N:2","2017-07-19","ARPA",24.25,23.25,0.5,1,"Arctostaphylos patula"
"E3","E3:EG","E3:EG:N","E3:EG:N:2","2017-07-19","CECO",23.25,22.75,0.25,0.5,"Ceanothus cordulatus"
"E3","E3:EG","E3:EG:N","E3:EG:N:2","2017-07-19","WYMO",22.75,22.25,0.5,0.5,"Wyethia mollis"
"E3","E3:EG","E3:EG:N","E3:EG:N:2","2017-07-19","CEPR",22.25,21.5,0,0.75,"Ceanothus prostratus"
"E3","E3:EG","E3:EG:N","E3:EG:N:2","2017-07-19","BG",21.5,20.75,0,0.75,"Bare ground"
"E3","E3:EG","E3:EG:N","E3:EG:N:2","2017-07-19","MON-",20.75,20.25,0,0.5,"Monardella spp"
"E3","E3:EG","E3:EG:N","E3:EG:N:2","2017-07-19","BG",20.25,19.25,0,1,"Bare ground"
"E3","E3:EG","E3:EG:N","E3:EG:N:2","2017-07-19","CEPR",19.25,18.5,0,0.75,"Ceanothus prostratus"
"E3","E3:EG","E3:EG:N","E3:EG:N:2","2017-07-19","BG",18.5,18.25,0,0.25,"Bare ground"
"E3","E3:EG","E3:EG:N","E3:EG:N:2","2017-07-19","MON-",18.25,17.5,0,0.75,"Monardella spp"
"E3","E3:EG","E3:EG:N","E3:EG:N:2","2017-07-19","ARPA",17.5,17,0.25,0.5,"Arctostaphylos patula"
"E3","E3:EG","E3:EG:N","E3:EG:N:2","2017-07-19","ROCK",17,16.75,0,0.25,"Rock"
"E3","E3:EG","E3:EG:N","E3:EG:N:2","2017-07-19","ARPA",16.75,16,0.25,0.75,"Arctostaphylos patula"
"E3","E3:EG","E3:EG:N","E3:EG:N:2","2017-07-19","CECO",16,15.75,0,0.25,"Ceanothus cordulatus"
"E3","E3:EG","E3:EG:N","E3:EG:N:2","2017-07-19","ARPA",15.75,15.25,0.25,0.5,"Arctostaphylos patula"
"E3","E3:EG","E3:EG:N","E3:EG:N:2","2017-07-19","BG",15.25,14.25,0,1,"Bare ground"
"E3","E3:EG","E3:EG:N","E3:EG:N:2","2017-07-19","CECO",14.25,12,0,2.25,"Ceanothus cordulatus"
"E3","E3:EG","E3:EG:N","E3:EG:N:2","2017-07-19","ARPA",12,11.5,0.5,0.5,"Arctostaphylos patula"
"E3","E3:EG","E3:EG:N","E3:EG:N:2","2017-07-19","CECO",11.5,11,0.25,0.5,"Ceanothus cordulatus"
"E3","E3:EG","E3:EG:N","E3:EG:N:2","2017-07-19","ARPA",11,10.5,0.5,0.5,"Arctostaphylos patula"
"E3","E3:EG","E3:EG:N","E3:EG:N:2","2017-07-19","WYMO",10.5,10.25,0.25,0.25,"Wyethia mollis"
"E3","E3:EG","E3:EG:N","E3:EG:N:2","2017-07-19","CECO",10.25,0,1.25,10.25,"Ceanothus cordulatus"
"E3","E3:EG","E3:EG:N","E3:EG:N:3","2017-07-19","CECO",30,29,0.75,1,"Ceanothus cordulatus"
"E3","E3:EG","E3:EG:N","E3:EG:N:3","2017-07-19","POAZ",29,28,0,1,"Poaceae spp"
"E3","E3:EG","E3:EG:N","E3:EG:N:3","2017-07-19","BG",28,24.75,0,3.25,"Bare ground"
"E3","E3:EG","E3:EG:N","E3:EG:N:3","2017-07-19","ASTZ",24.75,24,0.25,0.75,"Asteraceae spp"
"E3","E3:EG","E3:EG:N","E3:EG:N:3","2017-07-19","WYMO",24,23.5,0.25,0.5,"Wyethia mollis"
"E3","E3:EG","E3:EG:N","E3:EG:N:3","2017-07-19","BG",23.5,23,0,0.5,"Bare ground"
"E3","E3:EG","E3:EG:N","E3:EG:N:3","2017-07-19","RIBES",23,22.25,0,0.75,"Ribes spp"
"E3","E3:EG","E3:EG:N","E3:EG:N:3","2017-07-19","BG",22.25,21.75,0,0.5,"Bare ground"
"E3","E3:EG","E3:EG:N","E3:EG:N:3","2017-07-19","ARPA",21.75,21.25,0.25,0.5,"Arctostaphylos patula"
"E3","E3:EG","E3:EG:N","E3:EG:N:3","2017-07-19","BG",21.25,19,0,2.25,"Bare ground"
"E3","E3:EG","E3:EG:N","E3:EG:N:3","2017-07-19","DWD",19,18.25,0.25,0.75,"Down woody debris"
"E3","E3:EG","E3:EG:N","E3:EG:N:3","2017-07-19","BG",18.25,16.75,0,1.5,"Bare ground"
"E3","E3:EG","E3:EG:N","E3:EG:N:3","2017-07-19","CECO",16.75,15.5,0.25,1.25,"Ceanothus cordulatus"
"E3","E3:EG","E3:EG:N","E3:EG:N:3","2017-07-19","WYMO",15.5,14.75,0.5,0.75,"Wyethia mollis"
"E3","E3:EG","E3:EG:N","E3:EG:N:3","2017-07-19","BG",14.75,13.5,0,1.25,"Bare ground"
"E3","E3:EG","E3:EG:N","E3:EG:N:3","2017-07-19","CEPR",13.5,12.75,0,0.75,"Ceanothus prostratus"
"E3","E3:EG","E3:EG:N","E3:EG:N:3","2017-07-19","ARPA",12.75,12.25,0.5,0.5,"Arctostaphylos patula"
"E3","E3:EG","E3:EG:N","E3:EG:N:3","2017-07-19","BG",12.25,10.75,0,1.5,"Bare ground"
"E3","E3:EG","E3:EG:N","E3:EG:N:3","2017-07-19","CEPR",10.75,10.5,0,0.25,"Ceanothus prostratus"
"E3","E3:EG","E3:EG:N","E3:EG:N:3","2017-07-19","BG",10.5,9.75,0,0.75,"Bare ground"
"E3","E3:EG","E3:EG:N","E3:EG:N:3","2017-07-19","CEPR",9.75,9.5,0,0.25,"Ceanothus prostratus"
"E3","E3:EG","E3:EG:N","E3:EG:N:3","2017-07-19","POAZ",9.5,8.5,0.25,1,"Poaceae spp"
"E3","E3:EG","E3:EG:N","E3:EG:N:3","2017-07-19","CEPR",8.5,8.25,0,0.25,"Ceanothus prostratus"
"E3","E3:EG","E3:EG:N","E3:EG:N:3","2017-07-19","BG",8.25,8,0,0.25,"Bare ground"
"E3","E3:EG","E3:EG:N","E3:EG:N:3","2017-07-19","CECO",8,2.75,0.75,5.25,"Ceanothus cordulatus"
"E3","E3:EG","E3:EG:N","E3:EG:N:3","2017-07-19","CEPR",2.75,2.5,0,0.25,"Ceanothus prostratus"
"E3","E3:EG","E3:EG:N","E3:EG:N:3","2017-07-19","CECO",2.5,2.25,0.5,0.25,"Ceanothus cordulatus"
"E3","E3:EG","E3:EG:N","E3:EG:N:3","2017-07-19","BG",2.25,1.25,0,1,"Bare ground"
"E3","E3:EG","E3:EG:N","E3:EG:N:3","2017-07-19","CEPR",1.25,0.5,0,0.75,"Ceanothus prostratus"
"E3","E3:EG","E3:EG:N","E3:EG:N:3","2017-07-19","AMUT",0.5,0,0.75,0.5,"Amelanchier utahensis"
"E3","E3:EG","E3:EG:S","E3:EG:S:1","2017-07-17","ARPA",30,29.25,0.75,0.75,"Arctostaphylos patula"
"E3","E3:EG","E3:EG:S","E3:EG:S:1","2017-07-17","CECO",29.25,29,0.25,0.25,"Ceanothus cordulatus"
"E3","E3:EG","E3:EG:S","E3:EG:S:1","2017-07-17","ARPA",29,28.5,0.75,0.5,"Arctostaphylos patula"
"E3","E3:EG","E3:EG:S","E3:EG:S:1","2017-07-17","CECO",28.5,25,1,3.5,"Ceanothus cordulatus"
"E3","E3:EG","E3:EG:S","E3:EG:S:1","2017-07-17","RIBES",25,24.5,1,0.5,"Ribes spp"
"E3","E3:EG","E3:EG:S","E3:EG:S:1","2017-07-17","CECO",24.5,23.5,0.5,1,"Ceanothus cordulatus"
"E3","E3:EG","E3:EG:S","E3:EG:S:1","2017-07-17","ARPA",23.5,23,0.5,0.5,"Arctostaphylos patula"
"E3","E3:EG","E3:EG:S","E3:EG:S:1","2017-07-17","CECO",23,20.25,0.25,2.75,"Ceanothus cordulatus"
"E3","E3:EG","E3:EG:S","E3:EG:S:1","2017-07-17","ARPA",20.25,20,0.5,0.25,"Arctostaphylos patula"
"E3","E3:EG","E3:EG:S","E3:EG:S:1","2017-07-17","CECO",20,19,0.2,1,"Ceanothus cordulatus"
"E3","E3:EG","E3:EG:S","E3:EG:S:1","2017-07-17","ARPA",19,17.25,1,1.75,"Arctostaphylos patula"
"E3","E3:EG","E3:EG:S","E3:EG:S:1","2017-07-17","CECO",17.25,16.25,0.5,1,"Ceanothus cordulatus"
"E3","E3:EG","E3:EG:S","E3:EG:S:1","2017-07-17","PREM",16.25,16,1.5,0.25,"Prunus emarginata"
"E3","E3:EG","E3:EG:S","E3:EG:S:1","2017-07-17","ARPA",16,15,2,1,"Arctostaphylos patula"
"E3","E3:EG","E3:EG:S","E3:EG:S:1","2017-07-17","CECO",15,12,0.25,3,"Ceanothus cordulatus"
"E3","E3:EG","E3:EG:S","E3:EG:S:1","2017-07-17","ARPA",12,11.75,0.25,0.25,"Arctostaphylos patula"
"E3","E3:EG","E3:EG:S","E3:EG:S:1","2017-07-17","CECO",11.75,7.75,1,4,"Ceanothus cordulatus"
"E3","E3:EG","E3:EG:S","E3:EG:S:1","2017-07-17","PREM",7.75,7.25,1,0.5,"Prunus emarginata"
"E3","E3:EG","E3:EG:S","E3:EG:S:1","2017-07-17","CECO",7.25,5.5,0.75,1.75,"Ceanothus cordulatus"
"E3","E3:EG","E3:EG:S","E3:EG:S:1","2017-07-17","ARPA",5.5,4,1,1.5,"Arctostaphylos patula"
"E3","E3:EG","E3:EG:S","E3:EG:S:1","2017-07-17","CECO",4,3.25,0.25,0.75,"Ceanothus cordulatus"
"E3","E3:EG","E3:EG:S","E3:EG:S:1","2017-07-17","CEPR",3.25,2.75,0,0.5,"Ceanothus prostratus"
"E3","E3:EG","E3:EG:S","E3:EG:S:1","2017-07-17","CECO",2.75,2.25,0,0.5,"Ceanothus cordulatus"
"E3","E3:EG","E3:EG:S","E3:EG:S:1","2017-07-17","ARPA",2.25,1.5,0.25,0.75,"Arctostaphylos patula"
"E3","E3:EG","E3:EG:S","E3:EG:S:1","2017-07-17","CECO",1.5,0.75,0.25,0.75,"Ceanothus cordulatus"
"E3","E3:EG","E3:EG:S","E3:EG:S:1","2017-07-17","BG",0.75,0,0,0.75,"Bare ground"
"E3","E3:EG","E3:EG:S","E3:EG:S:2","2017-07-17","CECO",29.75,30,0.5,0.25,"Ceanothus cordulatus"
"E3","E3:EG","E3:EG:S","E3:EG:S:2","2017-07-17","ARPA",29.5,29.75,0.75,0.25,"Arctostaphylos patula"
"E3","E3:EG","E3:EG:S","E3:EG:S:2","2017-07-17","CECO",28.5,29.5,0.5,1,"Ceanothus cordulatus"
"E3","E3:EG","E3:EG:S","E3:EG:S:2","2017-07-17","ARPA",27.75,28.6,1,0.850000000000001,"Arctostaphylos patula"
"E3","E3:EG","E3:EG:S","E3:EG:S:2","2017-07-17","PREM",27,27.75,1.25,0.75,"Prunus emarginata"
"E3","E3:EG","E3:EG:S","E3:EG:S:2","2017-07-17","ARPA",26,27,1,1,"Arctostaphylos patula"
"E3","E3:EG","E3:EG:S","E3:EG:S:2","2017-07-17","CECO",20.75,26,1,5.25,"Ceanothus cordulatus"
"E3","E3:EG","E3:EG:S","E3:EG:S:2","2017-07-17","ARPA",19.75,20.75,1,1,"Arctostaphylos patula"
"E3","E3:EG","E3:EG:S","E3:EG:S:2","2017-07-17","CECO",15.75,19.75,1,4,"Ceanothus cordulatus"
"E3","E3:EG","E3:EG:S","E3:EG:S:2","2017-07-17","CEVE",14.5,15.75,1.25,1.25,"Ceanothus velutinus"
"E3","E3:EG","E3:EG:S","E3:EG:S:2","2017-07-17","CECO",7.25,14.5,0.75,7.25,"Ceanothus cordulatus"
"E3","E3:EG","E3:EG:S","E3:EG:S:2","2017-07-17","ARPA",7,7.25,0.75,0.25,"Arctostaphylos patula"
"E3","E3:EG","E3:EG:S","E3:EG:S:2","2017-07-17","CECO",2.5,7,0.75,4.5,"Ceanothus cordulatus"
"E3","E3:EG","E3:EG:S","E3:EG:S:2","2017-07-17","ARPA",1,2.5,1,1.5,"Arctostaphylos patula"
"E3","E3:EG","E3:EG:S","E3:EG:S:2","2017-07-17","CECO",0,1,0.5,1,"Ceanothus cordulatus"
"E3","E3:EG","E3:EG:S","E3:EG:S:3","2017-07-17","POLZ",30,20.75,1,9.25,"Polypodiales spp"
"E3","E3:EG","E3:EG:S","E3:EG:S:3","2017-07-17","CECO",20.75,19,1,1.75,"Ceanothus cordulatus"
"E3","E3:EG","E3:EG:S","E3:EG:S:3","2017-07-17","ARPA",19,17.25,1.25,1.75,"Arctostaphylos patula"
"E3","E3:EG","E3:EG:S","E3:EG:S:3","2017-07-17","POLZ",17.25,16.75,0.25,0.5,"Polypodiales spp"
"E3","E3:EG","E3:EG:S","E3:EG:S:3","2017-07-17","CECO",16.75,16.25,0.25,0.5,"Ceanothus cordulatus"
"E3","E3:EG","E3:EG:S","E3:EG:S:3","2017-07-17","POLZ",16.25,15,0.25,1.25,"Polypodiales spp"
"E3","E3:EG","E3:EG:S","E3:EG:S:3","2017-07-17","ARPA",15,12.75,1,2.25,"Arctostaphylos patula"
"E3","E3:EG","E3:EG:S","E3:EG:S:3","2017-07-17","CECO",12.75,6.5,1,6.25,"Ceanothus cordulatus"
"E3","E3:EG","E3:EG:S","E3:EG:S:3","2017-07-17","PREM",6.5,5.75,1,0.75,"Prunus emarginata"
"E3","E3:EG","E3:EG:S","E3:EG:S:3","2017-07-17","RIBES",5.75,5.25,0.25,0.5,"Ribes spp"
"E3","E3:EG","E3:EG:S","E3:EG:S:3","2017-07-17","ARPA",5.25,4,1,1.25,"Arctostaphylos patula"
"E3","E3:EG","E3:EG:S","E3:EG:S:3","2017-07-17","DWD",4,1,0,3,"Down woody debris"
"E3","E3:EG","E3:EG:S","E3:EG:S:3","2017-07-17","CEPR",1,0.75,0,0.25,"Ceanothus prostratus"
"E3","E3:EG","E3:EG:S","E3:EG:S:3","2017-07-17","CECO",0.75,0,0.25,0.75,"Ceanothus cordulatus"
"E3","E3:EH","E3:EH:M","E3:EH:M:1","2017-07-18","CECO",29.5,30,0.5,0.5,"Ceanothus cordulatus"
"E3","E3:EH","E3:EH:M","E3:EH:M:1","2017-07-18","PREM",27.25,29.5,1.5,2.25,"Prunus emarginata"
"E3","E3:EH","E3:EH:M","E3:EH:M:1","2017-07-18","CECO",25,27.25,0.75,2.25,"Ceanothus cordulatus"
"E3","E3:EH","E3:EH:M","E3:EH:M:1","2017-07-18","PREM",24.25,25,1.25,0.75,"Prunus emarginata"
"E3","E3:EH","E3:EH:M","E3:EH:M:1","2017-07-18","CECO",23.75,24.25,0.5,0.5,"Ceanothus cordulatus"
"E3","E3:EH","E3:EH:M","E3:EH:M:1","2017-07-18","PREM",23.25,23.75,0.5,0.5,"Prunus emarginata"
"E3","E3:EH","E3:EH:M","E3:EH:M:1","2017-07-18","CECO",21.5,23.25,0.5,1.75,"Ceanothus cordulatus"
"E3","E3:EH","E3:EH:M","E3:EH:M:1","2017-07-18","ARPA",20,21.5,1,1.5,"Arctostaphylos patula"
"E3","E3:EH","E3:EH:M","E3:EH:M:1","2017-07-18","CECO",14.5,20,0.5,5.5,"Ceanothus cordulatus"
"E3","E3:EH","E3:EH:M","E3:EH:M:1","2017-07-18","PREM",11.5,14.5,1.25,3,"Prunus emarginata"
"E3","E3:EH","E3:EH:M","E3:EH:M:1","2017-07-18","CECO",8.5,11.5,1,3,"Ceanothus cordulatus"
"E3","E3:EH","E3:EH:M","E3:EH:M:1","2017-07-18","PREM",5,8.5,1.75,3.5,"Prunus emarginata"
"E3","E3:EH","E3:EH:M","E3:EH:M:1","2017-07-18","BG",3.25,5,0,1.75,"Bare ground"
"E3","E3:EH","E3:EH:M","E3:EH:M:1","2017-07-18","CECO",0,3.25,1,3.25,"Ceanothus cordulatus"
"E3","E3:EH","E3:EH:M","E3:EH:M:2","2017-07-18","CECO",28.5,30,0.75,1.5,"Ceanothus cordulatus"
"E3","E3:EH","E3:EH:M","E3:EH:M:2","2017-07-18","CEVE",27.5,28.5,1,1,"Ceanothus velutinus"
"E3","E3:EH","E3:EH:M","E3:EH:M:2","2017-07-18","CECO",19.5,27.5,0.5,8,"Ceanothus cordulatus"
"E3","E3:EH","E3:EH:M","E3:EH:M:2","2017-07-18","ARPA",18.75,19.5,0.75,0.75,"Arctostaphylos patula"
"E3","E3:EH","E3:EH:M","E3:EH:M:2","2017-07-18","CECO",18,18.75,0.5,0.75,"Ceanothus cordulatus"
"E3","E3:EH","E3:EH:M","E3:EH:M:2","2017-07-18","ARPA",17.75,18,0.5,0.25,"Arctostaphylos patula"
"E3","E3:EH","E3:EH:M","E3:EH:M:2","2017-07-18","DWD",17.25,17.75,0.5,0.5,"Down woody debris"
"E3","E3:EH","E3:EH:M","E3:EH:M:2","2017-07-18","CECO",12.75,17.25,0.5,4.5,"Ceanothus cordulatus"
"E3","E3:EH","E3:EH:M","E3:EH:M:2","2017-07-18","ARPA",12.25,12.75,0.75,0.5,"Arctostaphylos patula"
"E3","E3:EH","E3:EH:M","E3:EH:M:2","2017-07-18","PREM",10.25,12.25,1,2,"Prunus emarginata"
"E3","E3:EH","E3:EH:M","E3:EH:M:2","2017-07-18","CECO",8,10.25,0.5,2.25,"Ceanothus cordulatus"
"E3","E3:EH","E3:EH:M","E3:EH:M:2","2017-07-18","RIBES",7.25,8,0.75,0.75,"Ribes spp"
"E3","E3:EH","E3:EH:M","E3:EH:M:2","2017-07-18","CECO",4,7.25,0.75,3.25,"Ceanothus cordulatus"
"E3","E3:EH","E3:EH:M","E3:EH:M:2","2017-07-18","CEVE",2.25,4,0.75,1.75,"Ceanothus velutinus"
"E3","E3:EH","E3:EH:M","E3:EH:M:2","2017-07-18","CECO",0,2.25,0.75,2.25,"Ceanothus cordulatus"
"E3","E3:EH","E3:EH:M","E3:EH:M:3","2017-07-18","CECO",26.5,30,1,3.5,"Ceanothus cordulatus"
"E3","E3:EH","E3:EH:M","E3:EH:M:3","2017-07-18","PREM",25.5,26.5,2,1,"Prunus emarginata"
"E3","E3:EH","E3:EH:M","E3:EH:M:3","2017-07-18","CECO",14.75,25.5,1.5,10.75,"Ceanothus cordulatus"
"E3","E3:EH","E3:EH:M","E3:EH:M:3","2017-07-18","PREM",14.5,14.75,1,0.25,"Prunus emarginata"
"E3","E3:EH","E3:EH:M","E3:EH:M:3","2017-07-18","CECO",14,14.5,0.75,0.5,"Ceanothus cordulatus"
"E3","E3:EH","E3:EH:M","E3:EH:M:3","2017-07-18","ARPA",13.75,14,1,0.25,"Arctostaphylos patula"
"E3","E3:EH","E3:EH:M","E3:EH:M:3","2017-07-18","CECO",10.75,13.75,0.75,3,"Ceanothus cordulatus"
"E3","E3:EH","E3:EH:M","E3:EH:M:3","2017-07-18","ARPA",9.25,10.75,1,1.5,"Arctostaphylos patula"
"E3","E3:EH","E3:EH:M","E3:EH:M:3","2017-07-18","DWD",8.5,9.25,0.5,0.75,"Down woody debris"
"E3","E3:EH","E3:EH:M","E3:EH:M:3","2017-07-18","CECO",5,8.5,0.75,3.5,"Ceanothus cordulatus"
"E3","E3:EH","E3:EH:M","E3:EH:M:3","2017-07-18","ARPA",4.75,5,0.75,0.25,"Arctostaphylos patula"
"E3","E3:EH","E3:EH:M","E3:EH:M:3","2017-07-18","CECO",1,4.75,0.75,3.75,"Ceanothus cordulatus"
"E3","E3:EH","E3:EH:M","E3:EH:M:3","2017-07-18","RIBES",0.75,1,1,0.25,"Ribes spp"
"E3","E3:EH","E3:EH:M","E3:EH:M:3","2017-07-18","ARPA",0.5,0.75,0.75,0.25,"Arctostaphylos patula"
"E3","E3:EH","E3:EH:M","E3:EH:M:3","2017-07-18","CECO",0,0.5,0.75,0.5,"Ceanothus cordulatus"
"E3","E3:EH","E3:EH:N","E3:EH:N:1","2017-07-18","CECO",30,27,1,3,"Ceanothus cordulatus"
"E3","E3:EH","E3:EH:N","E3:EH:N:1","2017-07-18","PREM",27,26,1.25,1,"Prunus emarginata"
"E3","E3:EH","E3:EH:N","E3:EH:N:1","2017-07-18","CECO",26,24.75,0.75,1.25,"Ceanothus cordulatus"
"E3","E3:EH","E3:EH:N","E3:EH:N:1","2017-07-18","CEVE",24.75,24,1,0.75,"Ceanothus velutinus"
"E3","E3:EH","E3:EH:N","E3:EH:N:1","2017-07-18","DWD",24,23.75,1,0.25,"Down woody debris"
"E3","E3:EH","E3:EH:N","E3:EH:N:1","2017-07-18","ARPA",23.75,22.75,1,1,"Arctostaphylos patula"
"E3","E3:EH","E3:EH:N","E3:EH:N:1","2017-07-18","CECO",22.75,20,1.25,2.75,"Ceanothus cordulatus"
"E3","E3:EH","E3:EH:N","E3:EH:N:1","2017-07-18","DWD",20,19.75,0.5,0.25,"Down woody debris"
"E3","E3:EH","E3:EH:N","E3:EH:N:1","2017-07-18","ARPA",19.75,19,0.75,0.75,"Arctostaphylos patula"
"E3","E3:EH","E3:EH:N","E3:EH:N:1","2017-07-18","CECO",19,16.5,1,2.5,"Ceanothus cordulatus"
"E3","E3:EH","E3:EH:N","E3:EH:N:1","2017-07-18","PREM",16.5,16,1.25,0.5,"Prunus emarginata"
"E3","E3:EH","E3:EH:N","E3:EH:N:1","2017-07-18","ARPA",16,14.75,1,1.25,"Arctostaphylos patula"
"E3","E3:EH","E3:EH:N","E3:EH:N:1","2017-07-18","CECO",14.75,14.25,0.25,0.5,"Ceanothus cordulatus"
"E3","E3:EH","E3:EH:N","E3:EH:N:1","2017-07-18","ARPA",14.25,13.75,1,0.5,"Arctostaphylos patula"
"E3","E3:EH","E3:EH:N","E3:EH:N:1","2017-07-18","CECO",13.75,11.5,0.75,2.25,"Ceanothus cordulatus"
"E3","E3:EH","E3:EH:N","E3:EH:N:1","2017-07-18","SAME",11.5,10.5,1.5,1,"Sambucus mexicana"
"E3","E3:EH","E3:EH:N","E3:EH:N:1","2017-07-18","PREM",10.5,10,1.25,0.5,"Prunus emarginata"
"E3","E3:EH","E3:EH:N","E3:EH:N:1","2017-07-18","CECO",10,7.25,1,2.75,"Ceanothus cordulatus"
"E3","E3:EH","E3:EH:N","E3:EH:N:1","2017-07-18","ARPA",7.25,6.75,1,0.5,"Arctostaphylos patula"
"E3","E3:EH","E3:EH:N","E3:EH:N:1","2017-07-18","CECO",6.75,5.5,0.75,1.25,"Ceanothus cordulatus"
