"","time","treatment","planting","followup","block","plot","transect","patch_id","cover_type","avg_height_cm","cover_length","fire_type"
"3044","post","EG","E","G","E2","E2:EG","E2:EG:N","post:E2:EG:N:00424","grass",0,1,"low"
"3045","post","EG","E","G","E2","E2:EG","E2:EG:N","post:E2:EG:N:00425","shrub",0,0.25,"low"
"3046","post","EG","E","G","E2","E2:EG","E2:EG:N","post:E2:EG:N:00426","grass",0,0.5,"low"
"3047","post","EG","E","G","E2","E2:EG","E2:EG:N","post:E2:EG:N:00427","shrub",0,0.5,"low"
"3048","post","EG","E","G","E2","E2:EG","E2:EG:N","post:E2:EG:N:00428","grass",0,1.25,"low"
"3049","post","EG","E","G","E2","E2:EG","E2:EG:N","post:E2:EG:N:00429","shrub",0,1,"low"
"3050","post","EG","E","G","E2","E2:EG","E2:EG:N","post:E2:EG:N:00430","fuel",0,0.5,"low"
"3051","post","EG","E","G","E2","E2:EG","E2:EG:N","post:E2:EG:N:00431","shrub",25,1.25,"high"
"3052","post","EG","E","G","E2","E2:EG","E2:EG:N","post:E2:EG:N:00432","bare",0,1,"none"
"3053","post","EG","E","G","E2","E2:EG","E2:EG:N","post:E2:EG:N:00433","fuel",0,0.75,"low"
"3054","post","EG","E","G","E2","E2:EG","E2:EG:N","post:E2:EG:N:00434","shrub",0,4.75,"low"
"3055","post","EG","E","G","E2","E2:EG","E2:EG:N","post:E2:EG:N:00435","bare",0,1.25,"none"
"3056","post","EG","E","G","E2","E2:EG","E2:EG:N","post:E2:EG:N:00436","shrub",25,2,"high"
"3057","post","EG","E","G","E2","E2:EG","E2:EG:N","post:E2:EG:N:00437","fuel",0,1.5,"low"
"3058","post","EG","E","G","E2","E2:EG","E2:EG:N","post:E2:EG:N:00438","shrub",0,0.25,"low"
"3059","post","EG","E","G","E2","E2:EG","E2:EG:N","post:E2:EG:N:00439","fuel",0,2.25,"low"
"3060","post","EG","E","G","E2","E2:EG","E2:EG:N","post:E2:EG:N:00440","bare",0,3.75,"none"
"3061","post","EG","E","G","E2","E2:EG","E2:EG:N","post:E2:EG:N:00441","shrub",0,0.5,"low"
"3062","post","EG","E","G","E2","E2:EG","E2:EG:N","post:E2:EG:N:00442","fuel",0,1.25,"low"
"3063","post","EG","E","G","E2","E2:EG","E2:EG:N","post:E2:EG:N:00443","forb",0,1.75,"low"
"3064","post","EG","E","G","E2","E2:EG","E2:EG:N","post:E2:EG:N:00444","bare",0,1.75,"none"
"3065","post","EG","E","G","E2","E2:EG","E2:EG:N","post:E2:EG:N:00445","shrub",0,1.25,"low"
"3066","post","EG","E","G","E2","E2:EG","E2:EG:N","post:E2:EG:N:00446","bare",0,0.5,"none"
"3067","post","EG","E","G","E2","E2:EG","E2:EG:N","post:E2:EG:N:00447","shrub",0,2.75,"low"
"3068","post","EG","E","G","E2","E2:EG","E2:EG:N","post:E2:EG:N:00448","bare",0,3.75,"none"
"3069","post","EG","E","G","E2","E2:EG","E2:EG:S","post:E2:EG:S:00449","shrub",22.2222222222222,2.25,"high"
"3070","post","EG","E","G","E2","E2:EG","E2:EG:S","post:E2:EG:S:00450","fuel",0,2.25,"low"
"3071","post","EG","E","G","E2","E2:EG","E2:EG:S","post:E2:EG:S:00451","shrub",0,0.75,"low"
"3072","post","EG","E","G","E2","E2:EG","E2:EG:S","post:E2:EG:S:00452","bare",0,0.75,"none"
"3073","post","EG","E","G","E2","E2:EG","E2:EG:S","post:E2:EG:S:00453","fuel",0,0.5,"low"
"3074","post","EG","E","G","E2","E2:EG","E2:EG:S","post:E2:EG:S:00454","bare",0,1.5,"none"
"3075","post","EG","E","G","E2","E2:EG","E2:EG:S","post:E2:EG:S:00455","fuel",0,0.75,"low"
"3076","post","EG","E","G","E2","E2:EG","E2:EG:S","post:E2:EG:S:00456","shrub",0,0.5,"low"
"3077","post","EG","E","G","E2","E2:EG","E2:EG:S","post:E2:EG:S:00457","bare",0,4,"none"
"3078","post","EG","E","G","E2","E2:EG","E2:EG:S","post:E2:EG:S:00458","fuel",0,1.5,"low"
"3079","post","EG","E","G","E2","E2:EG","E2:EG:S","post:E2:EG:S:00459","shrub",25,2.25,"high"
"3080","post","EG","E","G","E2","E2:EG","E2:EG:S","post:E2:EG:S:00460","bare",0,3,"none"
"3081","post","EG","E","G","E2","E2:EG","E2:EG:S","post:E2:EG:S:00461","shrub",0,0.25,"low"
"3082","post","EG","E","G","E2","E2:EG","E2:EG:S","post:E2:EG:S:00462","bare",0,1.25,"none"
"3083","post","EG","E","G","E2","E2:EG","E2:EG:S","post:E2:EG:S:00463","fuel",0,2.25,"low"
"3084","post","EG","E","G","E2","E2:EG","E2:EG:S","post:E2:EG:S:00464","shrub",0,0.75,"low"
"3085","post","EG","E","G","E2","E2:EG","E2:EG:S","post:E2:EG:S:00465","fuel",0,1,"low"
"3086","post","EG","E","G","E2","E2:EG","E2:EG:S","post:E2:EG:S:00466","bare",0,0.5,"none"
"3087","post","EG","E","G","E2","E2:EG","E2:EG:S","post:E2:EG:S:00467","shrub",0,0.75,"low"
"3088","post","EG","E","G","E2","E2:EG","E2:EG:S","post:E2:EG:S:00468","grass",0,0.25,"low"
"3089","post","EG","E","G","E2","E2:EG","E2:EG:S","post:E2:EG:S:00469","bare",0,0.75,"none"
"3090","post","EG","E","G","E2","E2:EG","E2:EG:S","post:E2:EG:S:00470","fuel",0,0.5,"low"
"3091","post","EG","E","G","E2","E2:EG","E2:EG:S","post:E2:EG:S:00471","bare",0,0.25,"none"
"3092","post","EG","E","G","E2","E2:EG","E2:EG:S","post:E2:EG:S:00472","shrub",0,2,"low"
"3093","post","EG","E","G","E2","E2:EG","E2:EG:S","post:E2:EG:S:00473","bare",0,2.25,"none"
"3094","post","EG","E","G","E2","E2:EG","E2:EG:S","post:E2:EG:S:00474","shrub",0,0.25,"low"
"3095","post","EG","E","G","E2","E2:EG","E2:EG:S","post:E2:EG:S:00475","bare",0,0.75,"none"
"3096","post","EG","E","G","E2","E2:EG","E2:EG:S","post:E2:EG:S:00476","shrub",0,1,"low"
"3097","post","EG","E","G","E2","E2:EG","E2:EG:S","post:E2:EG:S:00477","bare",0,2.75,"none"
"3098","post","EG","E","G","E2","E2:EG","E2:EG:S","post:E2:EG:S:00478","fuel",0,0.25,"low"
"3099","post","EG","E","G","E2","E2:EG","E2:EG:S","post:E2:EG:S:00479","bare",0,1.75,"none"
"3100","post","EG","E","G","E2","E2:EG","E2:EG:S","post:E2:EG:S:00480","fuel",0,3,"low"
"3101","post","EG","E","G","E2","E2:EG","E2:EG:S","post:E2:EG:S:00481","forb",0,1,"low"
"3102","post","EG","E","G","E2","E2:EG","E2:EG:S","post:E2:EG:S:00482","fuel",0,0.75,"low"
"3103","post","EG","E","G","E2","E2:EG","E2:EG:S","post:E2:EG:S:00483","bare",0,3.5,"none"
"3104","post","EG","E","G","E2","E2:EG","E2:EG:S","post:E2:EG:S:00484","fuel",0,1,"low"
"3105","post","EG","E","G","E2","E2:EG","E2:EG:S","post:E2:EG:S:00485","bare",0,2,"none"
"3106","post","EG","E","G","E2","E2:EG","E2:EG:S","post:E2:EG:S:00486","shrub",0,0.5,"low"
"3107","post","EG","E","G","E2","E2:EG","E2:EG:S","post:E2:EG:S:00487","bare",0,0.5,"none"
"3108","post","EG","E","G","E2","E2:EG","E2:EG:S","post:E2:EG:S:00488","shrub",0,0.5,"low"
"3109","post","EG","E","G","E2","E2:EG","E2:EG:S","post:E2:EG:S:00489","bare",0,2.5,"none"
"3110","post","EG","E","G","E2","E2:EG","E2:EG:S","post:E2:EG:S:00490","fuel",0,0.75,"low"
"3111","post","EG","E","G","E2","E2:EG","E2:EG:S","post:E2:EG:S:00491","bare",0,1.25,"none"
"3112","post","EG","E","G","E2","E2:EG","E2:EG:S","post:E2:EG:S:00492","shrub",0,0.25,"low"
"3113","post","EG","E","G","E2","E2:EG","E2:EG:S","post:E2:EG:S:00493","fuel",0,4.75,"low"
"3114","post","EG","E","G","E2","E2:EG","E2:EG:S","post:E2:EG:S:00494","shrub",0,0.25,"low"
"3115","post","EG","E","G","E2","E2:EG","E2:EG:S","post:E2:EG:S:00495","bare",0,0.75,"none"
"3116","post","EG","E","G","E2","E2:EG","E2:EG:S","post:E2:EG:S:00496","shrub",25,0.75,"high"
"3117","post","EG","E","G","E2","E2:EG","E2:EG:S","post:E2:EG:S:00497","fuel",0,0.75,"low"
"3118","post","EG","E","G","E2","E2:EG","E2:EG:S","post:E2:EG:S:00498","shrub",25,0.25,"high"
"3119","post","EG","E","G","E2","E2:EG","E2:EG:S","post:E2:EG:S:00499","fuel",0,0.5,"low"
"3120","post","EG","E","G","E2","E2:EG","E2:EG:S","post:E2:EG:S:00500","shrub",0,0.5,"low"
"3121","post","EG","E","G","E2","E2:EG","E2:EG:S","post:E2:EG:S:00501","bare",0,2.25,"none"
"3122","post","EG","E","G","E2","E2:EG","E2:EG:S","post:E2:EG:S:00502","fuel",0,0.5,"low"
"3123","post","EG","E","G","E2","E2:EG","E2:EG:S","post:E2:EG:S:00503","bare",0,4.5,"none"
"3124","post","EG","E","G","E2","E2:EG","E2:EG:S","post:E2:EG:S:00504","shrub",25,0.25,"high"
"3125","post","EG","E","G","E2","E2:EG","E2:EG:S","post:E2:EG:S:00505","bare",0,1.25,"none"
"3126","post","EG","E","G","E2","E2:EG","E2:EG:S","post:E2:EG:S:00506","fuel",0,1.25,"low"
"3127","post","EG","E","G","E2","E2:EG","E2:EG:S","post:E2:EG:S:00507","shrub",25,2.25,"high"
"3128","post","EG","E","G","E2","E2:EG","E2:EG:S","post:E2:EG:S:00508","fuel",0,0.5,"low"
"3129","post","EG","E","G","E2","E2:EG","E2:EG:S","post:E2:EG:S:00509","bare",0,0.5,"none"
"3130","post","EG","E","G","E2","E2:EG","E2:EG:S","post:E2:EG:S:00510","shrub",25,0.75,"high"
"3131","post","EG","E","G","E2","E2:EG","E2:EG:S","post:E2:EG:S:00511","bare",0,1,"none"
"3132","post","EG","E","G","E2","E2:EG","E2:EG:S","post:E2:EG:S:00512","fuel",0,0.5,"low"
"3133","post","EG","E","G","E2","E2:EG","E2:EG:S","post:E2:EG:S:00513","bare",25,0.5,"none"
"3134","post","EG","E","G","E2","E2:EG","E2:EG:S","post:E2:EG:S:00514","shrub",0,2,"low"
"3135","post","EG","E","G","E2","E2:EG","E2:EG:S","post:E2:EG:S:00515","fuel",0,0.25,"low"
"3136","post","EG","E","G","E2","E2:EG","E2:EG:S","post:E2:EG:S:00516","bare",0,0.5,"none"
"3137","post","EG","E","G","E2","E2:EG","E2:EG:S","post:E2:EG:S:00517","fuel",0,5,"low"
"3138","post","EG","E","G","E2","E2:EG","E2:EG:S","post:E2:EG:S:00518","shrub",25,0.25,"high"
"3139","post","EG","E","G","E2","E2:EG","E2:EG:S","post:E2:EG:S:00519","fuel",0,0.5,"low"
"3140","post","EG","E","G","E3","E3:EG","E3:EG:M","post:E3:EG:M:00001","fuel",0,1.25,"low"
"3141","post","EG","E","G","E3","E3:EG","E3:EG:M","post:E3:EG:M:00002","shrub",0,0.25,"low"
"3142","post","EG","E","G","E3","E3:EG","E3:EG:M","post:E3:EG:M:00003","bare",0,2,"none"
"3143","post","EG","E","G","E3","E3:EG","E3:EG:M","post:E3:EG:M:00004","fuel",0,1.25,"low"
"3144","post","EG","E","G","E3","E3:EG","E3:EG:M","post:E3:EG:M:00005","bare",0,1.75,"none"
"3145","post","EG","E","G","E3","E3:EG","E3:EG:M","post:E3:EG:M:00006","fuel",0,0.5,"low"
"3146","post","EG","E","G","E3","E3:EG","E3:EG:M","post:E3:EG:M:00007","bare",0,0.5,"none"
"3147","post","EG","E","G","E3","E3:EG","E3:EG:M","post:E3:EG:M:00008","fuel",0,0.75,"low"
"3148","post","EG","E","G","E3","E3:EG","E3:EG:M","post:E3:EG:M:00009","bare",0,1.5,"none"
"3149","post","EG","E","G","E3","E3:EG","E3:EG:M","post:E3:EG:M:00010","fuel",0,1.5,"low"
"3150","post","EG","E","G","E3","E3:EG","E3:EG:M","post:E3:EG:M:00011","shrub",0,0.25,"low"
"3151","post","EG","E","G","E3","E3:EG","E3:EG:M","post:E3:EG:M:00012","fuel",0,4.5,"low"
"3152","post","EG","E","G","E3","E3:EG","E3:EG:M","post:E3:EG:M:00013","bare",0,0.5,"none"
"3153","post","EG","E","G","E3","E3:EG","E3:EG:M","post:E3:EG:M:00014","fuel",0,0.75,"low"
"3154","post","EG","E","G","E3","E3:EG","E3:EG:M","post:E3:EG:M:00015","forb",0,0.25,"low"
"3155","post","EG","E","G","E3","E3:EG","E3:EG:M","post:E3:EG:M:00016","bare",0,0.75,"none"
"3156","post","EG","E","G","E3","E3:EG","E3:EG:M","post:E3:EG:M:00017","fuel",0,1.25,"low"
"3157","post","EG","E","G","E3","E3:EG","E3:EG:M","post:E3:EG:M:00018","bare",0,0.25,"none"
"3158","post","EG","E","G","E3","E3:EG","E3:EG:M","post:E3:EG:M:00019","shrub",0,0.25,"low"
"3159","post","EG","E","G","E3","E3:EG","E3:EG:M","post:E3:EG:M:00020","bare",0,0.75,"none"
"3160","post","EG","E","G","E3","E3:EG","E3:EG:M","post:E3:EG:M:00021","fuel",0,0.25,"low"
"3161","post","EG","E","G","E3","E3:EG","E3:EG:M","post:E3:EG:M:00022","shrub",0,0.25,"low"
"3162","post","EG","E","G","E3","E3:EG","E3:EG:M","post:E3:EG:M:00023","fuel",0,1.25,"low"
"3163","post","EG","E","G","E3","E3:EG","E3:EG:M","post:E3:EG:M:00024","bare",0,2.25,"none"
"3164","post","EG","E","G","E3","E3:EG","E3:EG:M","post:E3:EG:M:00025","fuel",0,0.5,"low"
"3165","post","EG","E","G","E3","E3:EG","E3:EG:M","post:E3:EG:M:00026","shrub",0,0.25,"low"
"3166","post","EG","E","G","E3","E3:EG","E3:EG:M","post:E3:EG:M:00027","fuel",0,0.75,"low"
"3167","post","EG","E","G","E3","E3:EG","E3:EG:M","post:E3:EG:M:00028","shrub",25,1.25,"high"
"3168","post","EG","E","G","E3","E3:EG","E3:EG:M","post:E3:EG:M:00029","forb",25,0.5,"low"
"3169","post","EG","E","G","E3","E3:EG","E3:EG:M","post:E3:EG:M:00030","fuel",0,0.75,"low"
"3170","post","EG","E","G","E3","E3:EG","E3:EG:M","post:E3:EG:M:00031","bare",0,2.5,"none"
"3171","post","EG","E","G","E3","E3:EG","E3:EG:M","post:E3:EG:M:00032","fuel",0,0.25,"low"
"3172","post","EG","E","G","E3","E3:EG","E3:EG:M","post:E3:EG:M:00033","forb",0,0.5,"low"
"3173","post","EG","E","G","E3","E3:EG","E3:EG:M","post:E3:EG:M:00034","fuel",0,0.5,"low"
"3174","post","EG","E","G","E3","E3:EG","E3:EG:M","post:E3:EG:M:00035","shrub",0,0.5,"low"
"3175","post","EG","E","G","E3","E3:EG","E3:EG:M","post:E3:EG:M:00036","bare",0,2.5,"none"
"3176","post","EG","E","G","E3","E3:EG","E3:EG:M","post:E3:EG:M:00037","fuel",0,0.25,"low"
"3177","post","EG","E","G","E3","E3:EG","E3:EG:M","post:E3:EG:M:00038","bare",0,1.25,"none"
"3178","post","EG","E","G","E3","E3:EG","E3:EG:M","post:E3:EG:M:00039","fuel",0,0.25,"low"
"3179","post","EG","E","G","E3","E3:EG","E3:EG:M","post:E3:EG:M:00040","bare",0,3,"none"
"3180","post","EG","E","G","E3","E3:EG","E3:EG:M","post:E3:EG:M:00041","forb",0,0.5,"low"
"3181","post","EG","E","G","E3","E3:EG","E3:EG:M","post:E3:EG:M:00042","bare",0,0.75,"none"
"3182","post","EG","E","G","E3","E3:EG","E3:EG:M","post:E3:EG:M:00043","shrub",0,0.5,"low"
"3183","post","EG","E","G","E3","E3:EG","E3:EG:M","post:E3:EG:M:00044","bare",0,3,"none"
"3184","post","EG","E","G","E3","E3:EG","E3:EG:M","post:E3:EG:M:00045","shrub",0,0.5,"low"
"3185","post","EG","E","G","E3","E3:EG","E3:EG:M","post:E3:EG:M:00046","fuel",0,0.5,"low"
"3186","post","EG","E","G","E3","E3:EG","E3:EG:M","post:E3:EG:M:00047","bare",0,1.5,"none"
"3187","post","EG","E","G","E3","E3:EG","E3:EG:M","post:E3:EG:M:00048","forb",0,0.5,"low"
"3188","post","EG","E","G","E3","E3:EG","E3:EG:M","post:E3:EG:M:00049","bare",0,8,"none"
"3189","post","EG","E","G","E3","E3:EG","E3:EG:M","post:E3:EG:M:00050","shrub",25,0.25,"high"
"3190","post","EG","E","G","E3","E3:EG","E3:EG:M","post:E3:EG:M:00051","forb",0,1.25,"low"
"3191","post","EG","E","G","E3","E3:EG","E3:EG:M","post:E3:EG:M:00052","fuel",0,0.25,"low"
"3192","post","EG","E","G","E3","E3:EG","E3:EG:M","post:E3:EG:M:00053","bare",0,1.5,"none"
"3193","post","EG","E","G","E3","E3:EG","E3:EG:M","post:E3:EG:M:00054","forb",0,0.25,"low"
"3194","post","EG","E","G","E3","E3:EG","E3:EG:M","post:E3:EG:M:00055","bare",0,1.75,"none"
"3195","post","EG","E","G","E3","E3:EG","E3:EG:M","post:E3:EG:M:00056","shrub",0,0.5,"low"
"3196","post","EG","E","G","E3","E3:EG","E3:EG:M","post:E3:EG:M:00057","fuel",0,0.5,"low"
"3197","post","EG","E","G","E3","E3:EG","E3:EG:M","post:E3:EG:M:00058","shrub",0,0.5,"low"
"3198","post","EG","E","G","E3","E3:EG","E3:EG:M","post:E3:EG:M:00059","bare",0,0.5,"none"
"3199","post","EG","E","G","E3","E3:EG","E3:EG:M","post:E3:EG:M:00060","shrub",25,0.25,"high"
"3200","post","EG","E","G","E3","E3:EG","E3:EG:M","post:E3:EG:M:00061","fuel",0,0.5,"low"
"3201","post","EG","E","G","E3","E3:EG","E3:EG:M","post:E3:EG:M:00062","bare",0,3,"none"
"3202","post","EG","E","G","E3","E3:EG","E3:EG:M","post:E3:EG:M:00063","forb",25,0.5,"low"
"3203","post","EG","E","G","E3","E3:EG","E3:EG:M","post:E3:EG:M:00064","fuel",0,0.5,"low"
"3204","post","EG","E","G","E3","E3:EG","E3:EG:M","post:E3:EG:M:00065","shrub",50,0.75,"high"
"3205","post","EG","E","G","E3","E3:EG","E3:EG:M","post:E3:EG:M:00066","fuel",0,1.25,"low"
"3206","post","EG","E","G","E3","E3:EG","E3:EG:M","post:E3:EG:M:00067","bare",0,2.5,"none"
"3207","post","EG","E","G","E3","E3:EG","E3:EG:M","post:E3:EG:M:00068","forb",25,2.5,"low"
"3208","post","EG","E","G","E3","E3:EG","E3:EG:M","post:E3:EG:M:00069","bare",0,3.25,"none"
"3209","post","EG","E","G","E3","E3:EG","E3:EG:M","post:E3:EG:M:00070","forb",0,0.5,"low"
"3210","post","EG","E","G","E3","E3:EG","E3:EG:M","post:E3:EG:M:00071","fuel",0,1.25,"low"
"3211","post","EG","E","G","E3","E3:EG","E3:EG:M","post:E3:EG:M:00072","forb",0,3,"low"
"3212","post","EG","E","G","E3","E3:EG","E3:EG:M","post:E3:EG:M:00073","shrub",0,0.75,"low"
"3213","post","EG","E","G","E3","E3:EG","E3:EG:M","post:E3:EG:M:00074","fuel",0,1,"low"
"3214","post","EG","E","G","E3","E3:EG","E3:EG:M","post:E3:EG:M:00075","bare",0,1.25,"none"
"3215","post","EG","E","G","E3","E3:EG","E3:EG:M","post:E3:EG:M:00076","forb",0,2.75,"low"
"3216","post","EG","E","G","E3","E3:EG","E3:EG:M","post:E3:EG:M:00077","fuel",0,0.5,"low"
"3217","post","EG","E","G","E3","E3:EG","E3:EG:M","post:E3:EG:M:00078","forb",0,0.75,"low"
"3218","post","EG","E","G","E3","E3:EG","E3:EG:N","post:E3:EG:N:00079","fuel",0,1,"low"
"3219","post","EG","E","G","E3","E3:EG","E3:EG:N","post:E3:EG:N:00080","bare",0,3.75,"none"
"3220","post","EG","E","G","E3","E3:EG","E3:EG:N","post:E3:EG:N:00081","fuel",0,1.5,"low"
"3221","post","EG","E","G","E3","E3:EG","E3:EG:N","post:E3:EG:N:00082","shrub",0,1,"low"
"3222","post","EG","E","G","E3","E3:EG","E3:EG:N","post:E3:EG:N:00083","forb",0,1.25,"low"
"3223","post","EG","E","G","E3","E3:EG","E3:EG:N","post:E3:EG:N:00084","fuel",0,1.5,"low"
"3224","post","EG","E","G","E3","E3:EG","E3:EG:N","post:E3:EG:N:00085","shrub",15,1.25,"high"
"3225","post","EG","E","G","E3","E3:EG","E3:EG:N","post:E3:EG:N:00086","bare",0,0.25,"none"
"3226","post","EG","E","G","E3","E3:EG","E3:EG:N","post:E3:EG:N:00087","shrub",0,0.25,"low"
"3227","post","EG","E","G","E3","E3:EG","E3:EG:N","post:E3:EG:N:00088","fuel",0,1.75,"low"
"3228","post","EG","E","G","E3","E3:EG","E3:EG:N","post:E3:EG:N:00089","shrub",0,0.5,"low"
"3229","post","EG","E","G","E3","E3:EG","E3:EG:N","post:E3:EG:N:00090","fuel",0,2,"low"
"3230","post","EG","E","G","E3","E3:EG","E3:EG:N","post:E3:EG:N:00091","bare",0,2,"none"
"3231","post","EG","E","G","E3","E3:EG","E3:EG:N","post:E3:EG:N:00092","fuel",0,6.5,"low"
"3232","post","EG","E","G","E3","E3:EG","E3:EG:N","post:E3:EG:N:00093","shrub",0,0.5,"low"
"3233","post","EG","E","G","E3","E3:EG","E3:EG:N","post:E3:EG:N:00094","fuel",0,2,"low"
"3234","post","EG","E","G","E3","E3:EG","E3:EG:N","post:E3:EG:N:00095","shrub",30.5555555555556,2.25,"high"
"3235","post","EG","E","G","E3","E3:EG","E3:EG:N","post:E3:EG:N:00096","fuel",25,0.75,"low"
"3236","post","EG","E","G","E3","E3:EG","E3:EG:N","post:E3:EG:N:00097","forb",0,1.5,"low"
"3237","post","EG","E","G","E3","E3:EG","E3:EG:N","post:E3:EG:N:00098","fuel",0,2,"low"
"3238","post","EG","E","G","E3","E3:EG","E3:EG:N","post:E3:EG:N:00099","forb",0,7.5,"low"
"3239","post","EG","E","G","E3","E3:EG","E3:EG:N","post:E3:EG:N:00100","fuel",0,1.25,"low"
"3240","post","EG","E","G","E3","E3:EG","E3:EG:N","post:E3:EG:N:00101","bare",0,0.75,"none"
"3241","post","EG","E","G","E3","E3:EG","E3:EG:N","post:E3:EG:N:00102","fuel",0,0.5,"low"
"3242","post","EG","E","G","E3","E3:EG","E3:EG:N","post:E3:EG:N:00103","forb",0,1.75,"low"
"3243","post","EG","E","G","E3","E3:EG","E3:EG:N","post:E3:EG:N:00104","fuel",0,1.25,"low"
"3244","post","EG","E","G","E3","E3:EG","E3:EG:N","post:E3:EG:N:00105","forb",0,1,"low"
"3245","post","EG","E","G","E3","E3:EG","E3:EG:N","post:E3:EG:N:00106","fuel",0,3.25,"low"
"3246","post","EG","E","G","E3","E3:EG","E3:EG:N","post:E3:EG:N:00107","shrub",25,0.75,"high"
"3247","post","EG","E","G","E3","E3:EG","E3:EG:N","post:E3:EG:N:00108","forb",0,1.25,"low"
"3248","post","EG","E","G","E3","E3:EG","E3:EG:N","post:E3:EG:N:00109","fuel",0,1.5,"low"
"3249","post","EG","E","G","E3","E3:EG","E3:EG:N","post:E3:EG:N:00110","forb",0,1.5,"low"
"3250","post","EG","E","G","E3","E3:EG","E3:EG:N","post:E3:EG:N:00111","fuel",0,0.5,"low"
"3251","post","EG","E","G","E3","E3:EG","E3:EG:N","post:E3:EG:N:00112","shrub",25,0.75,"high"
"3252","post","EG","E","G","E3","E3:EG","E3:EG:N","post:E3:EG:N:00113","fuel",0,1.25,"low"
"3253","post","EG","E","G","E3","E3:EG","E3:EG:N","post:E3:EG:N:00114","forb",0,1,"low"
"3254","post","EG","E","G","E3","E3:EG","E3:EG:N","post:E3:EG:N:00115","bare",0,2.5,"none"
"3255","post","EG","E","G","E3","E3:EG","E3:EG:N","post:E3:EG:N:00116","forb",0,1.5,"low"
"3256","post","EG","E","G","E3","E3:EG","E3:EG:N","post:E3:EG:N:00117","bare",0,2.75,"none"
"3257","post","EG","E","G","E3","E3:EG","E3:EG:N","post:E3:EG:N:00118","forb",0,3.75,"low"
"3258","post","EG","E","G","E3","E3:EG","E3:EG:N","post:E3:EG:N:00119","shrub",0,0.5,"low"
"3259","post","EG","E","G","E3","E3:EG","E3:EG:N","post:E3:EG:N:00120","forb",0,3.25,"low"
"3260","post","EG","E","G","E3","E3:EG","E3:EG:N","post:E3:EG:N:00121","bare",0,1.5,"none"
"3261","post","EG","E","G","E3","E3:EG","E3:EG:N","post:E3:EG:N:00122","shrub",0,1,"low"
"3262","post","EG","E","G","E3","E3:EG","E3:EG:N","post:E3:EG:N:00123","fuel",0,1.25,"low"
"3263","post","EG","E","G","E3","E3:EG","E3:EG:N","post:E3:EG:N:00124","shrub",0,1.5,"low"
"3264","post","EG","E","G","E3","E3:EG","E3:EG:N","post:E3:EG:N:00125","forb",0,0.5,"low"
"3265","post","EG","E","G","E3","E3:EG","E3:EG:N","post:E3:EG:N:00126","bare",0,2.25,"none"
"3266","post","EG","E","G","E3","E3:EG","E3:EG:N","post:E3:EG:N:00127","fuel",0,0.25,"low"
"3267","post","EG","E","G","E3","E3:EG","E3:EG:N","post:E3:EG:N:00128","forb",0,5.25,"low"
"3268","post","EG","E","G","E3","E3:EG","E3:EG:N","post:E3:EG:N:00129","shrub",0,1.75,"low"
"3269","post","EG","E","G","E3","E3:EG","E3:EG:N","post:E3:EG:N:00130","fuel",0,0.75,"low"
"3270","post","EG","E","G","E3","E3:EG","E3:EG:N","post:E3:EG:N:00131","forb",0,0.5,"low"
"3271","post","EG","E","G","E3","E3:EG","E3:EG:S","post:E3:EG:S:00132","forb",0,3.75,"low"
"3272","post","EG","E","G","E3","E3:EG","E3:EG:S","post:E3:EG:S:00133","shrub",0,1.25,"low"
"3273","post","EG","E","G","E3","E3:EG","E3:EG:S","post:E3:EG:S:00134","forb",0,1,"low"
"3274","post","EG","E","G","E3","E3:EG","E3:EG:S","post:E3:EG:S:00135","fuel",0,2.5,"low"
"3275","post","EG","E","G","E3","E3:EG","E3:EG:S","post:E3:EG:S:00136","shrub",0,0.5,"low"
"3276","post","EG","E","G","E3","E3:EG","E3:EG:S","post:E3:EG:S:00137","bare",0,1.25,"none"
"3277","post","EG","E","G","E3","E3:EG","E3:EG:S","post:E3:EG:S:00138","forb",0,0.25,"low"
"3278","post","EG","E","G","E3","E3:EG","E3:EG:S","post:E3:EG:S:00139","shrub",0,1,"low"
"3279","post","EG","E","G","E3","E3:EG","E3:EG:S","post:E3:EG:S:00140","bare",0,2,"none"
"3280","post","EG","E","G","E3","E3:EG","E3:EG:S","post:E3:EG:S:00141","forb",0,1,"low"
"3281","post","EG","E","G","E3","E3:EG","E3:EG:S","post:E3:EG:S:00142","fuel",0,1.75,"low"
"3282","post","EG","E","G","E3","E3:EG","E3:EG:S","post:E3:EG:S:00143","bare",0,1,"none"
"3283","post","EG","E","G","E3","E3:EG","E3:EG:S","post:E3:EG:S:00144","forb",0,2.75,"low"
"3284","post","EG","E","G","E3","E3:EG","E3:EG:S","post:E3:EG:S:00145","shrub",25,1.25,"high"
"3285","post","EG","E","G","E3","E3:EG","E3:EG:S","post:E3:EG:S:00146","forb",0,3.75,"low"
"3286","post","EG","E","G","E3","E3:EG","E3:EG:S","post:E3:EG:S:00147","bare",0,0.75,"none"
"3287","post","EG","E","G","E3","E3:EG","E3:EG:S","post:E3:EG:S:00148","shrub",25,0.25,"high"
"3288","post","EG","E","G","E3","E3:EG","E3:EG:S","post:E3:EG:S:00149","fuel",0,0.5,"low"
"3289","post","EG","E","G","E3","E3:EG","E3:EG:S","post:E3:EG:S:00150","shrub",25,1.5,"high"
"3290","post","EG","E","G","E3","E3:EG","E3:EG:S","post:E3:EG:S:00151","bare",0,3.25,"none"
